Miss Tide UM B 2015																																																																																				
CLASES	LANCES																																																																																			
75	85																																																																																			
53	153	111	31	8	10	14	68	58	1	27	143	13	258	105	51	434	210	41	20	451	258	2243	969	1369	32	424	472	72	245	12	257	778	20	5	415	1057	433	96	201	1139	915	45	46	10	17	109	423	415	371	46	517	806	125	103	23	28	355	343	39	48	81	445	515	6	96	578	201	15	0	158	1197	18	97	871	290	6	195	344	326	138	104	163	11	19
54	78	48	15	3	12	22	64	53	16	57	219	3	310	148	31	204	79	26	7	232	197	1822	817	1203	38	397	400	108	230	10	391	778	12	8	767	850	292	29	151	668	689	61	12	10	13	294	642	388	411	46	336	541	140	135	14	32	384	260	86	91	148	374	478	5	96	633	209	10	20	132	1095	4	61	568	179	4	269	303	229	87	63	169	14	23
55	82	63	39	5	17	36	106	68	21	123	219	34	654	277	82	345	210	35	7	492	320	2336	1191	1555	114	458	383	148	241	30	570	951	109	22	1057	1103	557	91	201	962	1191	90	43	23	15	533	831	706	471	126	543	856	211	189	18	141	451	592	152	190	370	421	901	0	178	702	402	53	135	349	1168	14	72	910	285	33	417	410	402	210	104	227	6	145
56	71	77	51	1	8	24	110	48	4	83	238	15	516	160	98	281	88	25	0	287	516	1355	1786	1154	70	321	428	180	185	25	570	864	65	16	954	1218	593	73	280	884	965	64	29	18	15	479	784	526	401	96	397	932	276	178	18	71	436	438	74	112	259	255	1103	4	159	689	410	24	81	230	817	26	61	1057	385	16	306	377	382	179	163	169	20	117
57	68	91	69	7	8	34	110	44	4	47	200	12	430	123	36	447	193	25	0	369	381	1308	1080	773	57	130	389	112	167	25	436	778	49	5	892	1379	531	96	330	766	1266	88	30	3	4	327	611	277	311	46	595	856	211	189	21	78	458	272	55	95	207	362	735	1	178	620	386	29	20	224	949	10	54	724	311	12	371	229	249	195	68	203	11	98
58	39	77	45	8	11	30	159	78	7	110	343	22	533	185	51	371	140	38	10	314	406	1121	747	753	121	89	383	99	167	22	279	795	73	5	871	965	593	73	302	943	1191	117	28	10	6	490	501	457	260	63	397	831	236	205	20	60	414	272	82	82	214	285	790	5	205	606	322	24	88	164	657	14	61	548	190	12	315	164	198	164	136	159	0	75
59	36	82	51	8	11	34	110	39	7	73	219	12	516	129	21	102	123	28	7	369	258	794	555	303	63	41	194	49	93	32	268	726	57	19	871	598	469	52	223	432	1003	85	21	10	7	283	548	346	230	71	310	579	316	173	29	74	332	284	78	69	133	231	662	8	164	523	233	19	47	138	438	12	36	303	195	14	287	131	188	174	77	159	3	89
60	86	82	58	8	15	24	223	155	13	173	428	39	550	277	98	307	53	28	3	260	356	794	595	470	197	103	244	99	141	74	514	778	203	41	933	621	416	60	201	589	1003	56	22	23	18	501	862	692	501	180	388	541	296	189	46	109	443	533	160	190	296	249	368	3	200	689	378	73	135	178	394	6	18	323	132	52	463	188	249	164	127	64	0	121
61	68	125	63	12	17	24	132	82	6	110	371	13	258	123	46	204	123	30	7	123	307	234	313	157	63	14	222	49	63	39	469	259	186	54	726	460	354	81	180	157	865	61	22	13	17	337	548	332	321	63	354	491	331	97	30	25	273	343	86	104	200	190	459	9	196	358	394	44	81	151	511	6	50	342	190	12	361	49	173	184	127	92	9	56
62	75	159	72	13	23	36	170	121	7	100	266	24	464	203	57	217	132	30	10	246	356	327	242	225	114	62	194	54	48	47	335	242	166	49	249	506	274	34	144	196	401	58	12	13	9	207	376	346	250	109	233	264	186	108	39	32	199	178	93	99	281	160	221	7	178	289	273	29	74	99	306	2	14	108	84	12	343	49	127	118	113	58	3	93
63	75	178	94	20	34	47	110	87	1	67	124	19	172	86	21	268	140	44	10	205	307	187	192	147	57	7	178	9	0	22	168	121	101	14	21	276	416	31	86	354	539	24	6	18	4	109	204	152	140	33	198	290	155	65	37	28	111	71	39	39	96	166	147	9	150	151	153	34	61	99	306	10	7	137	158	12	176	33	71	118	81	58	3	65
64	68	135	55	13	18	36	174	107	4	80	247	22	206	86	51	128	123	30	17	191	86	0	172	176	38	27	178	36	11	30	168	86	85	33	228	138	212	39	57	157	251	19	6	13	26	87	266	138	190	42	198	138	95	38	23	32	111	83	74	61	170	95	184	9	91	110	88	44	34	59	146	0	7	68	79	16	93	33	46	61	50	17	6	42
65	86	154	70	21	33	49	185	116	15	100	238	27	206	111	67	204	61	25	20	123	172	0	81	98	63	27	89	18	22	39	313	173	126	54	21	230	80	21	57	98	113	13	12	13	22	120	172	166	230	67	164	176	115	22	27	11	81	130	82	99	111	83	110	9	73	248	129	78	142	33	131	4	0	29	74	16	297	8	36	67	59	14	3	79
