Atlantic Surf I UM B 2014																																																																																						
CLASES	LANCES																																																																																					
75	87																																																																																					
61	25	29	40	12	27	0	81	259	103	594	72	5	36	46	149	18	41	133	493	26	347	151	271	246	273	224	338	38	98	101	470	266	326	100	569	362	84	22	70	476	609	330	16	14	48	381	216	291	243	103	259	260	184	120	54	155	188	385	89	187	225	360	326	104	213	153	209	21	21	86	193	5	290	211	198	17	476	146	3	130	59	75	183	0	0	32
62	69	51	54	7	48	3	125	165	151	476	109	5	16	95	160	18	43	101	311	9	231	286	200	225	127	242	319	47	76	121	577	465	218	113	736	226	134	33	120	238	414	217	9	27	30	240	309	219	265	127	350	237	260	30	40	106	246	253	73	229	338	303	266	88	197	291	217	44	30	135	193	0	193	98	171	8	512	65	0	141	67	118	164	0	5	30
63	62	39	49	7	58	3	94	130	127	594	60	7	16	46	149	13	33	108	298	9	58	271	157	171	109	56	281	19	33	88	449	177	145	63	201	158	168	31	35	79	268	125	6	23	34	272	77	158	140	69	320	213	142	60	20	87	106	143	42	187	225	284	157	66	278	138	116	41	45	49	107	5	121	195	123	17	476	97	0	98	67	91	58	0	0	34
64	47	25	22	7	37	14	38	212	127	535	28	0	29	74	139	13	16	79	259	0	0	136	214	182	55	168	113	19	33	74	85	89	36	56	301	136	84	22	70	238	244	91	7	8	30	131	46	134	155	65	167	95	126	60	74	68	106	121	39	160	195	133	109	77	213	77	155	47	30	54	107	5	97	114	75	8	282	49	0	76	17	156	96	0	0	30
65	62	32	47	9	65	5	125	212	103	555	77	2	39	99	93	21	23	111	220	9	116	121	257	96	145	0	113	28	22	128	171	133	163	60	469	158	50	25	42	278	195	68	3	17	38	142	108	97	170	100	137	118	126	45	7	39	106	66	48	181	203	76	145	60	229	61	116	67	48	49	193	5	24	33	116	6	371	32	0	76	38	118	29	0	0	25
66	47	22	27	9	48	8	69	94	145	178	40	7	23	58	118	21	19	108	143	0	0	75	143	75	109	37	131	9	22	88	150	0	36	26	100	90	17	25	14	79	122	57	3	4	22	120	93	36	52	34	137	0	59	30	13	0	82	55	20	75	128	76	157	44	66	15	54	44	36	22	21	5	72	0	103	17	176	32	0	43	4	43	48	0	0	21
67	25	25	22	12	71	5	63	94	109	317	28	0	16	66	72	27	13	44	143	0	116	106	143	86	91	0	38	0	33	34	107	66	91	14	201	158	34	19	21	119	73	11	1	6	11	44	62	49	52	38	76	24	50	15	20	48	47	22	6	75	68	114	60	33	131	15	23	35	36	22	43	0	97	0	62	6	88	0	0	0	13	54	10	6	0	5
68	44	42	18	12	31	3	81	59	115	317	48	9	13	33	46	12	11	63	65	0	0	90	114	32	55	93	75	9	0	61	85	0	73	5	33	113	50	17	21	0	24	11	2	12	13	44	31	36	52	10	61	24	25	0	0	19	12	11	17	64	30	38	24	27	82	31	23	41	9	5	21	5	48	16	48	11	53	0	0	11	8	43	19	0	5	11
69	44	20	2	19	7	3	69	106	42	40	8	0	10	21	15	24	10	63	13	0	0	45	71	11	91	37	56	0	0	27	85	22	54	2	0	45	17	6	7	40	0	11	1	4	4	54	0	0	0	21	46	24	25	0	0	0	0	0	3	43	60	19	12	16	16	15	15	23	18	0	0	0	48	0	27	0	35	0	0	0	4	11	0	0	0	9
70	47	37	13	21	48	8	75	24	42	218	20	2	6	25	41	15	7	35	13	0	0	30	29	32	91	56	38	0	11	34	0	66	54	5	0	23	0	8	28	0	0	0	1	0	9	65	0	24	22	3	46	0	17	15	0	0	0	0	8	27	8	19	12	5	98	0	8	23	9	5	0	0	24	0	14	3	71	0	0	11	17	16	0	0	0	0
71	47	15	9	18	27	5	38	0	30	20	20	2	6	21	31	9	11	44	13	0	0	15	14	32	73	19	38	0	0	34	21	22	18	4	100	45	0	6	14	0	0	11	0	2	5	11	0	0	7	7	15	0	17	0	0	0	12	11	8	16	0	19	12	5	16	0	0	12	9	0	0	0	0	0	14	3	0	0	0	0	13	11	0	0	0	0
72	44	22	22	18	7	0	56	47	6	20	8	2	3	8	10	9	0	13	0	0	0	15	0	0	0	0	19	0	0	7	0	0	18	0	33	23	0	0	0	0	0	0	1	2	4	33	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	0	0	6	9	5	0	5	0	0	7	0	18	0	0	0	4	5	10	0	0	2
73	73	5	11	16	24	0	56	24	6	0	4	0	6	4	5	13	0	16	0	0	0	15	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	7	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	11	0	0	7	0	0	0	0	0	0	5	0	6	0	0
74	47	10	4	11	3	0	31	12	6	20	4	0	0	0	5	6	0	3	0	0	0	0	14	0	0	0	0	0	0	7	0	22	0	0	33	0	0	0	7	0	0	11	0	2	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	7	3	0	0	0	0	0	0	0	0	0	0
75	22	10	11	7	0	3	6	0	6	40	0	0	0	0	5	4	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	15	15	2	12	0	0	0	0	18	0	0	0	0	0	0	1	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
77	11	2	2	12	3	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	4	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80	4	0	0	2	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82	4	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Longitudes que separan los grupos:																																																																																						
16	25	32	37	43	47																																																																																	
Area barrida minima y maxima																																																																																						
0.002739	0.003557																																																																																					
Area Total del Banco																																																																																						
5907																																																																																						
