Atlantic Surf III UM B 2016																																																																																							
CLASES	LANCES																																																																																						
75	88																																																																																						
51	25	21	3	2	3	0	10	18	10	21	17	8	197	102	165	1	9	96	99	169	631	127	178	0	0	111	95	9	211	155	10	5	1	1	0	0	0	40	222	8	88	185	103	118	63	12	171	218	438	255	385	165	165	215	17	49	48	7	310	44	64	85	195	41	371	203	26	72	95	791	8	0	0	290	147	45	141	0	98	20	94	4	3	0	82	98	0
52	43	15	2	3	2	0	23	53	34	40	61	15	163	45	110	2	4	152	115	290	1460	103	334	0	25	334	151	3	140	72	9	1	0	0	7	0	6	72	430	13	63	176	56	92	70	17	171	233	244	268	368	214	126	155	16	56	306	45	558	110	34	85	195	33	304	102	5	57	189	1096	12	0	0	327	106	14	70	0	269	20	82	2	0	8	42	118	0
53	31	30	5	0	2	1	10	38	30	36	13	7	102	51	121	0	4	88	82	375	1195	97	248	3	17	121	87	5	140	98	5	4	1	0	0	2	0	58	385	13	75	168	90	105	82	27	146	146	560	255	438	395	110	163	17	68	134	19	480	35	40	51	308	27	287	220	15	75	101	761	2	0	3	453	49	26	90	0	187	30	75	2	2	0	25	52	0
54	15	39	2	1	1	1	13	38	30	19	22	16	95	62	132	0	5	72	82	278	1062	133	178	7	25	195	111	5	140	52	10	1	0	0	7	6	0	25	282	11	36	168	30	138	76	14	158	116	414	174	315	181	126	43	11	37	201	22	387	57	40	40	130	25	320	186	2	45	164	913	2	1	0	290	65	16	51	3	293	22	25	1	2	0	7	72	0
55	46	21	3	3	9	0	25	45	36	36	48	14	75	62	165	2	11	96	140	350	2887	181	374	3	13	390	254	12	187	98	24	1	1	1	7	16	9	43	371	20	66	226	103	177	114	10	244	495	585	348	385	444	133	189	11	111	450	74	744	110	70	107	455	85	388	203	12	30	202	1126	10	0	0	580	123	8	186	19	375	57	82	2	4	0	30	85	0
56	40	39	2	0	3	0	31	43	28	64	66	19	190	62	121	0	16	72	189	362	2721	320	248	3	8	176	246	4	203	135	26	2	1	2	15	12	0	36	400	33	57	176	64	125	101	12	329	349	585	188	473	313	126	181	23	86	392	119	852	92	64	130	292	82	489	322	10	57	240	1004	6	0	3	526	172	8	192	3	375	67	107	2	1	0	27	46	0
57	74	21	8	1	6	0	20	33	38	45	31	19	136	90	165	4	14	88	239	580	1527	211	121	0	17	334	191	12	296	93	29	6	0	2	7	0	0	43	326	15	63	210	69	131	114	14	353	277	511	268	543	444	79	198	7	62	507	67	713	53	64	90	666	77	371	288	9	57	177	822	6	0	8	653	147	4	147	3	326	81	189	1	0	0	20	46	0
58	111	42	11	0	3	1	41	65	38	59	100	10	129	85	230	2	16	88	288	507	2024	308	127	0	34	529	270	18	304	222	22	4	0	2	30	6	4	47	608	18	51	285	94	217	139	17	475	364	1145	241	648	411	71	206	18	148	469	104	589	92	74	164	519	82	472	389	17	64	322	1370	6	0	3	726	196	4	122	3	423	79	126	3	4	0	5	46	1
59	83	21	8	2	3	2	36	48	52	40	31	4	108	62	230	0	10	64	181	580	1493	199	132	7	38	306	135	9	289	166	32	6	2	7	22	12	0	29	311	11	57	226	90	204	139	17	305	116	974	322	613	181	55	189	10	86	478	85	465	66	64	203	438	71	337	372	12	41	328	943	0	1	5	544	188	12	134	12	309	47	126	0	5	0	12	33	0
60	68	48	9	3	0	2	51	115	76	91	118	5	61	102	252	2	10	56	132	362	2389	441	230	10	51	668	477	22	211	222	37	7	1	2	60	10	6	36	697	32	66	176	86	243	202	19	694	480	658	295	928	461	39	189	17	179	584	160	682	101	97	124	666	118	590	440	17	109	385	1674	6	0	5	544	212	14	211	9	521	94	157	1	4	8	12	46	0
61	74	57	12	1	6	0	43	63	56	68	57	3	149	124	340	3	21	128	313	532	1195	320	63	3	30	223	215	35	320	248	37	11	9	1	15	12	2	18	460	18	72	294	98	282	228	43	524	320	828	429	858	576	47	241	37	173	316	119	356	48	87	339	633	101	826	576	21	68	240	730	2	0	8	707	319	8	294	9	220	54	251	3	11	0	0	33	0
62	104	57	20	1	8	0	56	110	66	100	127	2	108	85	241	2	11	144	313	447	896	284	104	0	55	260	175	26	203	264	37	12	4	5	60	14	0	43	445	22	30	151	116	276	95	22	402	364	999	241	735	411	71	163	21	105	249	148	325	70	77	175	276	44	422	305	17	83	189	609	6	1	0	472	302	10	192	3	236	64	207	0	5	0	0	7	0
63	71	59	14	3	7	0	59	88	78	78	57	1	88	102	176	5	16	144	165	278	431	223	109	0	17	56	127	52	234	181	34	14	8	5	60	10	0	43	208	15	39	101	81	177	107	36	414	306	511	295	648	197	63	112	21	99	182	78	294	70	57	158	341	63	405	288	15	57	151	578	4	0	0	218	106	10	128	0	155	74	107	1	3	0	0	13	0
64	64	74	9	2	10	0	54	78	28	53	70	1	61	45	208	3	9	112	90	121	299	145	17	7	17	46	64	36	156	135	29	8	4	7	37	4	0	22	178	13	33	75	64	118	107	34	231	175	511	228	455	247	24	95	13	49	105	74	217	35	74	119	179	16	236	271	14	34	114	487	4	0	0	54	90	4	115	3	98	42	94	2	4	0	0	13	1
65	31	107	12	3	4	1	64	95	52	79	144	2	68	51	208	7	8	80	74	24	199	278	75	0	38	84	80	31	78	114	26	20	5	7	67	10	0	36	133	25	42	25	30	98	95	12	134	87	219	94	245	99	39	69	18	62	144	82	108	57	70	102	97	36	388	68	7	72	139	304	4	1	0	73	98	4	58	3	220	67	69	0	5	0	5	0	0
66	71	86	21	1	4	3	48	68	48	34	61	1	47	85	197	5	6	136	74	36	133	115	12	3	17	46	56	16	47	67	19	9	5	1	30	2	0	33	148	15	18	42	34	79	57	22	195	73	195	134	228	99	55	52	25	12	57	48	108	40	60	136	162	36	219	102	12	57	63	183	0	0	0	73	98	2	109	3	73	12	88	0	3	0	0	7	0
67	64	57	12	1	7	0	33	35	18	45	57	1	20	34	176	6	7	80	74	0	66	103	29	0	21	0	24	30	55	26	15	11	0	10	22	2	0	25	59	6	15	42	17	33	19	22	97	44	219	121	105	132	55	34	8	31	10	33	77	22	20	51	32	16	169	169	7	26	25	152	0	0	0	73	49	4	58	0	24	12	31	0	1	8	5	7	0
68	86	86	26	0	9	1	69	45	34	21	66	1	27	40	197	1	7	112	33	85	100	97	35	3	13	28	8	25	23	31	7	8	1	1	52	4	0	18	104	6	12	25	30	33	19	24	85	87	122	0	53	66	16	26	6	6	10	45	46	13	30	51	65	11	152	135	24	38	38	91	0	0	3	18	25	6	70	3	41	10	25	0	0	0	2	0	0
